carta_id,nro_carta,titulo,pagina,total_tokens,total_palabras_unicas
"13_5318583_box1_f11_Letter from Diego José, Fifth Count of Montemar to Marquis of Lara, (8",13,"Letter from Diego José, Fifth Count of Montemar to Marquis of Lara, (8/23/1763)",18,124,89
"13_5318583_box1_f11_Letter from Diego José, Fifth Count of Montemar to Marquis of Lara, (8",13,"Letter from Diego José, Fifth Count of Montemar to Marquis of Lara, (8/23/1763)",19,125,86
"13_5318583_box1_f11_Letter from Diego José, Fifth Count of Montemar to Marquis of Lara, (8",13,"Letter from Diego José, Fifth Count of Montemar to Marquis of Lara, (8/23/1763)",20,111,84
"13_5318583_box1_f11_Letter from Diego José, Fifth Count of Montemar to Marquis of Lara, (8",13,"Letter from Diego José, Fifth Count of Montemar to Marquis of Lara, (8/23/1763)",21,114,86
"13_5318583_box1_f11_Letter from Diego José, Fifth Count of Montemar to Marquis of Lara, (8",13,"Letter from Diego José, Fifth Count of Montemar to Marquis of Lara, (8/23/1763)",22,115,93
"13_5318583_box1_f11_Letter from Diego José, Fifth Count of Montemar to Marquis of Lara, (8",13,"Letter from Diego José, Fifth Count of Montemar to Marquis of Lara, (8/23/1763)",23,134,96
"13_5318583_box1_f11_Letter from Diego José, Fifth Count of Montemar to Marquis of Lara, (8",13,"Letter from Diego José, Fifth Count of Montemar to Marquis of Lara, (8/23/1763)",24,123,95
"13_5318583_box1_f11_Letter from Diego José, Fifth Count of Montemar to Marquis of Lara, (8",13,"Letter from Diego José, Fifth Count of Montemar to Marquis of Lara, (8/23/1763)",25,118,92
"13_5318583_box1_f11_Letter from Diego José, Fifth Count of Montemar to Marquis of Lara, (8",13,"Letter from Diego José, Fifth Count of Montemar to Marquis of Lara, (8/23/1763)",26,122,86
"13_5318583_box1_f11_Letter from Diego José, Fifth Count of Montemar to Marquis of Lara, (8",13,"Letter from Diego José, Fifth Count of Montemar to Marquis of Lara, (8/23/1763)",27,139,91
"13_5318583_box1_f11_Letter from Diego José, Fifth Count of Montemar to Marquis of Lara, (8",13,"Letter from Diego José, Fifth Count of Montemar to Marquis of Lara, (8/23/1763)",28,117,88
"13_5318583_box1_f11_Letter from Diego José, Fifth Count of Montemar to Marquis of Lara, (8",13,"Letter from Diego José, Fifth Count of Montemar to Marquis of Lara, (8/23/1763)",29,121,83
"13_5318583_box1_f11_Letter from Diego José, Fifth Count of Montemar to Marquis of Lara, (8",13,"Letter from Diego José, Fifth Count of Montemar to Marquis of Lara, (8/23/1763)",30,97,81
"13_5318583_box1_f11_Letter from Diego José, Fifth Count of Montemar to Marquis of Lara, (8",13,"Letter from Diego José, Fifth Count of Montemar to Marquis of Lara, (8/23/1763)",31,42,35
"13_5318583_box1_f11_Letter from Diego José, Fifth Count of Montemar to Marquis of Lara, (8",13,"Letter from Diego José, Fifth Count of Montemar to Marquis of Lara, (8/23/1763)",32,0,0
"14_5318583_box1_f12_Letter from Diego José, Fifth Count of Montemar to Christobal Mesia y",14,"Letter from Diego José, Fifth Count of Montemar to Christobal Mesia y Munive, Count of Sierrabella (8/23/1763)",1,92,72
"14_5318583_box1_f12_Letter from Diego José, Fifth Count of Montemar to Christobal Mesia y",14,"Letter from Diego José, Fifth Count of Montemar to Christobal Mesia y Munive, Count of Sierrabella (8/23/1763)",2,106,85
"14_5318583_box1_f12_Letter from Diego José, Fifth Count of Montemar to Christobal Mesia y",14,"Letter from Diego José, Fifth Count of Montemar to Christobal Mesia y Munive, Count of Sierrabella (8/23/1763)",3,117,82
"14_5318583_box1_f12_Letter from Diego José, Fifth Count of Montemar to Christobal Mesia y",14,"Letter from Diego José, Fifth Count of Montemar to Christobal Mesia y Munive, Count of Sierrabella (8/23/1763)",4,105,75
"14_5318583_box1_f12_Letter from Diego José, Fifth Count of Montemar to Christobal Mesia y",14,"Letter from Diego José, Fifth Count of Montemar to Christobal Mesia y Munive, Count of Sierrabella (8/23/1763)",5,104,78
"14_5318583_box1_f12_Letter from Diego José, Fifth Count of Montemar to Christobal Mesia y",14,"Letter from Diego José, Fifth Count of Montemar to Christobal Mesia y Munive, Count of Sierrabella (8/23/1763)",6,103,84
"14_5318583_box1_f12_Letter from Diego José, Fifth Count of Montemar to Christobal Mesia y",14,"Letter from Diego José, Fifth Count of Montemar to Christobal Mesia y Munive, Count of Sierrabella (8/23/1763)",7,25,24
"14_5318583_box1_f12_Letter from Diego José, Fifth Count of Montemar to Christobal Mesia y",14,"Letter from Diego José, Fifth Count of Montemar to Christobal Mesia y Munive, Count of Sierrabella (8/23/1763)",8,0,0
"15_5318583_box1_f13_Letter from Diego José, Fifth Count of Montemar to Marquis of Lara (12",15,"Letter from Diego José, Fifth Count of Montemar to Marquis of Lara (12/6/1763)",1,140,106
"15_5318583_box1_f13_Letter from Diego José, Fifth Count of Montemar to Marquis of Lara (12",15,"Letter from Diego José, Fifth Count of Montemar to Marquis of Lara (12/6/1763)",2,171,108
"15_5318583_box1_f13_Letter from Diego José, Fifth Count of Montemar to Marquis of Lara (12",15,"Letter from Diego José, Fifth Count of Montemar to Marquis of Lara (12/6/1763)",3,162,116
"15_5318583_box1_f13_Letter from Diego José, Fifth Count of Montemar to Marquis of Lara (12",15,"Letter from Diego José, Fifth Count of Montemar to Marquis of Lara (12/6/1763)",4,165,117
"15_5318583_box1_f13_Letter from Diego José, Fifth Count of Montemar to Marquis of Lara (12",15,"Letter from Diego José, Fifth Count of Montemar to Marquis of Lara (12/6/1763)",5,172,119
"15_5318583_box1_f13_Letter from Diego José, Fifth Count of Montemar to Marquis of Lara (12",15,"Letter from Diego José, Fifth Count of Montemar to Marquis of Lara (12/6/1763)",6,186,117
"15_5318583_box1_f13_Letter from Diego José, Fifth Count of Montemar to Marquis of Lara (12",15,"Letter from Diego José, Fifth Count of Montemar to Marquis of Lara (12/6/1763)",7,170,125
"15_5318583_box1_f13_Letter from Diego José, Fifth Count of Montemar to Marquis of Lara (12",15,"Letter from Diego José, Fifth Count of Montemar to Marquis of Lara (12/6/1763)",8,175,123
"15_5318583_box1_f13_Letter from Diego José, Fifth Count of Montemar to Marquis of Lara (12",15,"Letter from Diego José, Fifth Count of Montemar to Marquis of Lara (12/6/1763)",9,179,131
"15_5318583_box1_f13_Letter from Diego José, Fifth Count of Montemar to Marquis of Lara (12",15,"Letter from Diego José, Fifth Count of Montemar to Marquis of Lara (12/6/1763)",10,154,118
"15_5318583_box1_f13_Letter from Diego José, Fifth Count of Montemar to Marquis of Lara (12",15,"Letter from Diego José, Fifth Count of Montemar to Marquis of Lara (12/6/1763)",11,162,116
"15_5318583_box1_f13_Letter from Diego José, Fifth Count of Montemar to Marquis of Lara (12",15,"Letter from Diego José, Fifth Count of Montemar to Marquis of Lara (12/6/1763)",12,161,121
"15_5318583_box1_f13_Letter from Diego José, Fifth Count of Montemar to Marquis of Lara (12",15,"Letter from Diego José, Fifth Count of Montemar to Marquis of Lara (12/6/1763)",13,147,102
"15_5318583_box1_f13_Letter from Diego José, Fifth Count of Montemar to Marquis of Lara (12",15,"Letter from Diego José, Fifth Count of Montemar to Marquis of Lara (12/6/1763)",14,132,102
"15_5318583_box1_f13_Letter from Diego José, Fifth Count of Montemar to Marquis of Lara (12",15,"Letter from Diego José, Fifth Count of Montemar to Marquis of Lara (12/6/1763)",15,13,13
"15_5318583_box1_f13_Letter from Diego José, Fifth Count of Montemar to Marquis of Lara (12",15,"Letter from Diego José, Fifth Count of Montemar to Marquis of Lara (12/6/1763)",16,0,0
"16_5318583_box1_f14_Letter from Diego José, Fifth Count of Montemar to unkown (12_13_1763)",16,"Letter from Diego José, Fifth Count of Montemar to unkown (12/13/1763)",1,127,96
"16_5318583_box1_f14_Letter from Diego José, Fifth Count of Montemar to unkown (12_13_1763)",16,"Letter from Diego José, Fifth Count of Montemar to unkown (12/13/1763)",2,151,108
"16_5318583_box1_f14_Letter from Diego José, Fifth Count of Montemar to unkown (12_13_1763)",16,"Letter from Diego José, Fifth Count of Montemar to unkown (12/13/1763)",3,146,105
"16_5318583_box1_f14_Letter from Diego José, Fifth Count of Montemar to unkown (12_13_1763)",16,"Letter from Diego José, Fifth Count of Montemar to unkown (12/13/1763)",4,143,99
"16_5318583_box1_f14_Letter from Diego José, Fifth Count of Montemar to unkown (12_13_1763)",16,"Letter from Diego José, Fifth Count of Montemar to unkown (12/13/1763)",5,150,91
"16_5318583_box1_f14_Letter from Diego José, Fifth Count of Montemar to unkown (12_13_1763)",16,"Letter from Diego José, Fifth Count of Montemar to unkown (12/13/1763)",6,156,115
"16_5318583_box1_f14_Letter from Diego José, Fifth Count of Montemar to unkown (12_13_1763)",16,"Letter from Diego José, Fifth Count of Montemar to unkown (12/13/1763)",7,140,99
"16_5318583_box1_f14_Letter from Diego José, Fifth Count of Montemar to unkown (12_13_1763)",16,"Letter from Diego José, Fifth Count of Montemar to unkown (12/13/1763)",8,142,107
"16_5318583_box1_f14_Letter from Diego José, Fifth Count of Montemar to unkown (12_13_1763)",16,"Letter from Diego José, Fifth Count of Montemar to unkown (12/13/1763)",9,152,103
"16_5318583_box1_f14_Letter from Diego José, Fifth Count of Montemar to unkown (12_13_1763)",16,"Letter from Diego José, Fifth Count of Montemar to unkown (12/13/1763)",10,144,101
"16_5318583_box1_f14_Letter from Diego José, Fifth Count of Montemar to unkown (12_13_1763)",16,"Letter from Diego José, Fifth Count of Montemar to unkown (12/13/1763)",11,137,98
"16_5318583_box1_f14_Letter from Diego José, Fifth Count of Montemar to unkown (12_13_1763)",16,"Letter from Diego José, Fifth Count of Montemar to unkown (12/13/1763)",12,135,89
"16_5318583_box1_f14_Letter from Diego José, Fifth Count of Montemar to unkown (12_13_1763)",16,"Letter from Diego José, Fifth Count of Montemar to unkown (12/13/1763)",13,141,101
"16_5318583_box1_f14_Letter from Diego José, Fifth Count of Montemar to unkown (12_13_1763)",16,"Letter from Diego José, Fifth Count of Montemar to unkown (12/13/1763)",14,95,72
17_5318583_box1_f15_Letter from Marquis of Lara to Mathias de la Vega (12_29_1763),17,Letter from Marquis of Lara to Mathias de la Vega (12/29/1763),1,104,69
17_5318583_box1_f15_Letter from Marquis of Lara to Mathias de la Vega (12_29_1763),17,Letter from Marquis of Lara to Mathias de la Vega (12/29/1763),2,128,78
17_5318583_box1_f15_Letter from Marquis of Lara to Mathias de la Vega (12_29_1763),17,Letter from Marquis of Lara to Mathias de la Vega (12/29/1763),3,115,84
17_5318583_box1_f15_Letter from Marquis of Lara to Mathias de la Vega (12_29_1763),17,Letter from Marquis of Lara to Mathias de la Vega (12/29/1763),4,3,3
"18_5318583_box1_f16_Letter from Diego José, Fifth Count of Montemar to Count of Castillejo",18,"Letter from Diego José, Fifth Count of Montemar to Count of Castillejo (7/24/1764)",1,91,72
"18_5318583_box1_f16_Letter from Diego José, Fifth Count of Montemar to Count of Castillejo",18,"Letter from Diego José, Fifth Count of Montemar to Count of Castillejo (7/24/1764)",2,101,80
"18_5318583_box1_f16_Letter from Diego José, Fifth Count of Montemar to Count of Castillejo",18,"Letter from Diego José, Fifth Count of Montemar to Count of Castillejo (7/24/1764)",3,120,85
"18_5318583_box1_f16_Letter from Diego José, Fifth Count of Montemar to Count of Castillejo",18,"Letter from Diego José, Fifth Count of Montemar to Count of Castillejo (7/24/1764)",4,122,88
"18_5318583_box1_f16_Letter from Diego José, Fifth Count of Montemar to Count of Castillejo",18,"Letter from Diego José, Fifth Count of Montemar to Count of Castillejo (7/24/1764)",5,112,79
"18_5318583_box1_f16_Letter from Diego José, Fifth Count of Montemar to Count of Castillejo",18,"Letter from Diego José, Fifth Count of Montemar to Count of Castillejo (7/24/1764)",6,110,85
"18_5318583_box1_f16_Letter from Diego José, Fifth Count of Montemar to Count of Castillejo",18,"Letter from Diego José, Fifth Count of Montemar to Count of Castillejo (7/24/1764)",7,99,78
"18_5318583_box1_f16_Letter from Diego José, Fifth Count of Montemar to Count of Castillejo",18,"Letter from Diego José, Fifth Count of Montemar to Count of Castillejo (7/24/1764)",8,105,85
"18_5318583_box1_f16_Letter from Diego José, Fifth Count of Montemar to Count of Castillejo",18,"Letter from Diego José, Fifth Count of Montemar to Count of Castillejo (7/24/1764)",9,52,42
"18_5318583_box1_f16_Letter from Diego José, Fifth Count of Montemar to Count of Castillejo",18,"Letter from Diego José, Fifth Count of Montemar to Count of Castillejo (7/24/1764)",10,0,0
"19_5318583_box1_f17_Letter from Diego José, Fifth Count of Montemar to Joseph Perfecto de",19,"Letter from Diego José, Fifth Count of Montemar to Joseph Perfecto de Salas (10/24/1764)",1,108,75
"19_5318583_box1_f17_Letter from Diego José, Fifth Count of Montemar to Joseph Perfecto de",19,"Letter from Diego José, Fifth Count of Montemar to Joseph Perfecto de Salas (10/24/1764)",2,215,128
"19_5318583_box1_f17_Letter from Diego José, Fifth Count of Montemar to Joseph Perfecto de",19,"Letter from Diego José, Fifth Count of Montemar to Joseph Perfecto de Salas (10/24/1764)",3,231,142
"19_5318583_box1_f17_Letter from Diego José, Fifth Count of Montemar to Joseph Perfecto de",19,"Letter from Diego José, Fifth Count of Montemar to Joseph Perfecto de Salas (10/24/1764)",4,253,156
"19_5318583_box1_f17_Letter from Diego José, Fifth Count of Montemar to Joseph Perfecto de",19,"Letter from Diego José, Fifth Count of Montemar to Joseph Perfecto de Salas (10/24/1764)",5,257,155
"19_5318583_box1_f17_Letter from Diego José, Fifth Count of Montemar to Joseph Perfecto de",19,"Letter from Diego José, Fifth Count of Montemar to Joseph Perfecto de Salas (10/24/1764)",6,199,125
"19_5318583_box1_f17_Letter from Diego José, Fifth Count of Montemar to Joseph Perfecto de",19,"Letter from Diego José, Fifth Count of Montemar to Joseph Perfecto de Salas (10/24/1764)",7,218,156
"19_5318583_box1_f17_Letter from Diego José, Fifth Count of Montemar to Joseph Perfecto de",19,"Letter from Diego José, Fifth Count of Montemar to Joseph Perfecto de Salas (10/24/1764)",8,0,0
20_5318583_box1_f18_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,20,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (1/3/1765)",1,82,58
20_5318583_box1_f18_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,20,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (1/3/1765)",2,83,70
20_5318583_box1_f18_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,20,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (1/3/1765)",3,94,69
20_5318583_box1_f18_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,20,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (1/3/1765)",4,85,60
20_5318583_box1_f18_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,20,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (1/3/1765)",5,90,57
20_5318583_box1_f18_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,20,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (1/3/1765)",6,84,66
20_5318583_box1_f18_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,20,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (1/3/1765)",7,78,63
20_5318583_box1_f18_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,20,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (1/3/1765)",8,76,68
"21_5318583_box1_f19_Letter from Diego José, Fifth Count of Montemar to Marquis of Lara (1",21,"Letter from Diego José, Fifth Count of Montemar to Marquis of Lara (1/23/1765)",1,90,68
"21_5318583_box1_f19_Letter from Diego José, Fifth Count of Montemar to Marquis of Lara (1",21,"Letter from Diego José, Fifth Count of Montemar to Marquis of Lara (1/23/1765)",2,110,80
"21_5318583_box1_f19_Letter from Diego José, Fifth Count of Montemar to Marquis of Lara (1",21,"Letter from Diego José, Fifth Count of Montemar to Marquis of Lara (1/23/1765)",3,86,67
"21_5318583_box1_f19_Letter from Diego José, Fifth Count of Montemar to Marquis of Lara (1",21,"Letter from Diego José, Fifth Count of Montemar to Marquis of Lara (1/23/1765)",4,90,74
"21_5318583_box1_f19_Letter from Diego José, Fifth Count of Montemar to Marquis of Lara (1",21,"Letter from Diego José, Fifth Count of Montemar to Marquis of Lara (1/23/1765)",5,91,68
"21_5318583_box1_f19_Letter from Diego José, Fifth Count of Montemar to Marquis of Lara (1",21,"Letter from Diego José, Fifth Count of Montemar to Marquis of Lara (1/23/1765)",6,81,59
"21_5318583_box1_f19_Letter from Diego José, Fifth Count of Montemar to Marquis of Lara (1",21,"Letter from Diego José, Fifth Count of Montemar to Marquis of Lara (1/23/1765)",7,82,64
"21_5318583_box1_f19_Letter from Diego José, Fifth Count of Montemar to Marquis of Lara (1",21,"Letter from Diego José, Fifth Count of Montemar to Marquis of Lara (1/23/1765)",8,84,58
"21_5318583_box1_f19_Letter from Diego José, Fifth Count of Montemar to Marquis of Lara (1",21,"Letter from Diego José, Fifth Count of Montemar to Marquis of Lara (1/23/1765)",9,84,59
"21_5318583_box1_f19_Letter from Diego José, Fifth Count of Montemar to Marquis of Lara (1",21,"Letter from Diego José, Fifth Count of Montemar to Marquis of Lara (1/23/1765)",10,82,64
"21_5318583_box1_f19_Letter from Diego José, Fifth Count of Montemar to Marquis of Lara (1",21,"Letter from Diego José, Fifth Count of Montemar to Marquis of Lara (1/23/1765)",11,79,60
"21_5318583_box1_f19_Letter from Diego José, Fifth Count of Montemar to Marquis of Lara (1",21,"Letter from Diego José, Fifth Count of Montemar to Marquis of Lara (1/23/1765)",12,76,64
"21_5318583_box1_f19_Letter from Diego José, Fifth Count of Montemar to Marquis of Lara (1",21,"Letter from Diego José, Fifth Count of Montemar to Marquis of Lara (1/23/1765)",13,77,64
"21_5318583_box1_f19_Letter from Diego José, Fifth Count of Montemar to Marquis of Lara (1",21,"Letter from Diego José, Fifth Count of Montemar to Marquis of Lara (1/23/1765)",14,72,61
"21_5318583_box1_f19_Letter from Diego José, Fifth Count of Montemar to Marquis of Lara (1",21,"Letter from Diego José, Fifth Count of Montemar to Marquis of Lara (1/23/1765)",15,80,65
"21_5318583_box1_f19_Letter from Diego José, Fifth Count of Montemar to Marquis of Lara (1",21,"Letter from Diego José, Fifth Count of Montemar to Marquis of Lara (1/23/1765)",16,75,52
"21_5318583_box1_f19_Letter from Diego José, Fifth Count of Montemar to Marquis of Lara (1",21,"Letter from Diego José, Fifth Count of Montemar to Marquis of Lara (1/23/1765)",17,82,66
"21_5318583_box1_f19_Letter from Diego José, Fifth Count of Montemar to Marquis of Lara (1",21,"Letter from Diego José, Fifth Count of Montemar to Marquis of Lara (1/23/1765)",18,89,66
"21_5318583_box1_f19_Letter from Diego José, Fifth Count of Montemar to Marquis of Lara (1",21,"Letter from Diego José, Fifth Count of Montemar to Marquis of Lara (1/23/1765)",19,78,61
"21_5318583_box1_f19_Letter from Diego José, Fifth Count of Montemar to Marquis of Lara (1",21,"Letter from Diego José, Fifth Count of Montemar to Marquis of Lara (1/23/1765)",20,73,58
"21_5318583_box1_f19_Letter from Diego José, Fifth Count of Montemar to Marquis of Lara (1",21,"Letter from Diego José, Fifth Count of Montemar to Marquis of Lara (1/23/1765)",21,104,79
"21_5318583_box1_f19_Letter from Diego José, Fifth Count of Montemar to Marquis of Lara (1",21,"Letter from Diego José, Fifth Count of Montemar to Marquis of Lara (1/23/1765)",22,98,70
"21_5318583_box1_f19_Letter from Diego José, Fifth Count of Montemar to Marquis of Lara (1",21,"Letter from Diego José, Fifth Count of Montemar to Marquis of Lara (1/23/1765)",23,104,79
"21_5318583_box1_f19_Letter from Diego José, Fifth Count of Montemar to Marquis of Lara (1",21,"Letter from Diego José, Fifth Count of Montemar to Marquis of Lara (1/23/1765)",24,26,23
"22_5318583_box1_f20_Letter from Diego José, Fifth Count of Montemar to unknown (1_29_1765)",22,"Letter from Diego José, Fifth Count of Montemar to unknown (1/29/1765)",1,122,85
"22_5318583_box1_f20_Letter from Diego José, Fifth Count of Montemar to unknown (1_29_1765)",22,"Letter from Diego José, Fifth Count of Montemar to unknown (1/29/1765)",2,140,98
"22_5318583_box1_f20_Letter from Diego José, Fifth Count of Montemar to unknown (1_29_1765)",22,"Letter from Diego José, Fifth Count of Montemar to unknown (1/29/1765)",3,141,100
"22_5318583_box1_f20_Letter from Diego José, Fifth Count of Montemar to unknown (1_29_1765)",22,"Letter from Diego José, Fifth Count of Montemar to unknown (1/29/1765)",4,143,115
"23_5318583_box1_f21_Letter from Marquis of Lara to Diego José, Fifth Count of Montemar (3",23,"Letter from Marquis of Lara to Diego José, Fifth Count of Montemar (3/9/1765)",1,116,82
"23_5318583_box1_f21_Letter from Marquis of Lara to Diego José, Fifth Count of Montemar (3",23,"Letter from Marquis of Lara to Diego José, Fifth Count of Montemar (3/9/1765)",2,150,105
"23_5318583_box1_f21_Letter from Marquis of Lara to Diego José, Fifth Count of Montemar (3",23,"Letter from Marquis of Lara to Diego José, Fifth Count of Montemar (3/9/1765)",3,138,108
"23_5318583_box1_f21_Letter from Marquis of Lara to Diego José, Fifth Count of Montemar (3",23,"Letter from Marquis of Lara to Diego José, Fifth Count of Montemar (3/9/1765)",4,190,124
"23_5318583_box1_f21_Letter from Marquis of Lara to Diego José, Fifth Count of Montemar (3",23,"Letter from Marquis of Lara to Diego José, Fifth Count of Montemar (3/9/1765)",5,166,107
"23_5318583_box1_f21_Letter from Marquis of Lara to Diego José, Fifth Count of Montemar (3",23,"Letter from Marquis of Lara to Diego José, Fifth Count of Montemar (3/9/1765)",6,180,123
"23_5318583_box1_f21_Letter from Marquis of Lara to Diego José, Fifth Count of Montemar (3",23,"Letter from Marquis of Lara to Diego José, Fifth Count of Montemar (3/9/1765)",7,171,113
"23_5318583_box1_f21_Letter from Marquis of Lara to Diego José, Fifth Count of Montemar (3",23,"Letter from Marquis of Lara to Diego José, Fifth Count of Montemar (3/9/1765)",8,163,106
"23_5318583_box1_f21_Letter from Marquis of Lara to Diego José, Fifth Count of Montemar (3",23,"Letter from Marquis of Lara to Diego José, Fifth Count of Montemar (3/9/1765)",9,159,105
"23_5318583_box1_f21_Letter from Marquis of Lara to Diego José, Fifth Count of Montemar (3",23,"Letter from Marquis of Lara to Diego José, Fifth Count of Montemar (3/9/1765)",10,181,120
"23_5318583_box1_f21_Letter from Marquis of Lara to Diego José, Fifth Count of Montemar (3",23,"Letter from Marquis of Lara to Diego José, Fifth Count of Montemar (3/9/1765)",11,178,113
"23_5318583_box1_f21_Letter from Marquis of Lara to Diego José, Fifth Count of Montemar (3",23,"Letter from Marquis of Lara to Diego José, Fifth Count of Montemar (3/9/1765)",12,172,117
"23_5318583_box1_f21_Letter from Marquis of Lara to Diego José, Fifth Count of Montemar (3",23,"Letter from Marquis of Lara to Diego José, Fifth Count of Montemar (3/9/1765)",13,151,109
"23_5318583_box1_f21_Letter from Marquis of Lara to Diego José, Fifth Count of Montemar (3",23,"Letter from Marquis of Lara to Diego José, Fifth Count of Montemar (3/9/1765)",14,154,104
"23_5318583_box1_f21_Letter from Marquis of Lara to Diego José, Fifth Count of Montemar (3",23,"Letter from Marquis of Lara to Diego José, Fifth Count of Montemar (3/9/1765)",15,178,117
"23_5318583_box1_f21_Letter from Marquis of Lara to Diego José, Fifth Count of Montemar (3",23,"Letter from Marquis of Lara to Diego José, Fifth Count of Montemar (3/9/1765)",16,113,89
24_5318583_box1_f22_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,24,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (3/30/1765)",1,151,98
24_5318583_box1_f22_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,24,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (3/30/1765)",2,115,87
24_5318583_box1_f22_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,24,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (3/30/1765)",3,122,92
24_5318583_box1_f22_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,24,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (3/30/1765)",4,123,88
24_5318583_box1_f22_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,24,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (3/30/1765)",5,130,101
24_5318583_box1_f22_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,24,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (3/30/1765)",6,151,101
24_5318583_box1_f22_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,24,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (3/30/1765)",7,133,96
24_5318583_box1_f22_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,24,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (3/30/1765)",8,152,105
24_5318583_box1_f22_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,24,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (3/30/1765)",9,118,87
24_5318583_box1_f22_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,24,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (3/30/1765)",10,0,0
24_5318583_box1_f22_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,24,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (3/30/1765)",11,0,0
24_5318583_box1_f22_Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego Jos,24,"Letter from Pedro Carrillo de Albornoz y Bravo de Lagunas to Diego José, Fifth Count of Montemar (3/30/1765)",12,0,0
"25_5318583_box1_f23_Letter from Diego José, Fifth Count of Montemar to Nicolás Manrique de",25,"Letter from Diego José, Fifth Count of Montemar to Nicolás Manrique de Lara (8/20/1765)",1,156,114
"25_5318583_box1_f23_Letter from Diego José, Fifth Count of Montemar to Nicolás Manrique de",25,"Letter from Diego José, Fifth Count of Montemar to Nicolás Manrique de Lara (8/20/1765)",2,182,130
"25_5318583_box1_f23_Letter from Diego José, Fifth Count of Montemar to Nicolás Manrique de",25,"Letter from Diego José, Fifth Count of Montemar to Nicolás Manrique de Lara (8/20/1765)",3,172,114
"25_5318583_box1_f23_Letter from Diego José, Fifth Count of Montemar to Nicolás Manrique de",25,"Letter from Diego José, Fifth Count of Montemar to Nicolás Manrique de Lara (8/20/1765)",4,169,120
"25_5318583_box1_f23_Letter from Diego José, Fifth Count of Montemar to Nicolás Manrique de",25,"Letter from Diego José, Fifth Count of Montemar to Nicolás Manrique de Lara (8/20/1765)",5,202,126
"25_5318583_box1_f23_Letter from Diego José, Fifth Count of Montemar to Nicolás Manrique de",25,"Letter from Diego José, Fifth Count of Montemar to Nicolás Manrique de Lara (8/20/1765)",6,165,111
"26_5318583_box1_f24_Letter from a friend to Diego José, Fifth Count of Montemar (9_29_1765",26,"Letter from a friend to Diego José, Fifth Count of Montemar (9/29/1765)",1,210,129
